1.825741858,0.816496581,0,0,0,0
0.577350269,0.577350269,0.577350269,0.577350269,0,0
1.290994449,0.577350269,0.577350269,0,0,0
1.414213562,0.577350269,0.577350269,0,0,0
1.632993162,0.577350269,0.577350269,0,0,0
0.816496581,1,0.577350269,0,0,0
3,0.577350269,0,0,0,0
0.816496581,0.577350269,0,0,0,0
1.732050808,1.290994449,1.154700538,0,0,0
1.825741858,0.577350269,0,0,0,0
1.154700538,0.577350269,0,0,0,0
2.380476143,0,0.577350269,0,0,0
0.577350269,0.816496581,0,0.577350269,0,0
2.309401077,0.577350269,0.577350269,0,0,0
3.696845502,0.816496581,0,0.577350269,0,0
2.516611478,0.577350269,0.577350269,0,0,0
0.816496581,0,0.577350269,0,0,0
2,1,0.577350269,0,0,0
0.816496581,0.577350269,0,0,0,0
0.577350269,0.816496581,1.290994449,0,0,0
1.290994449,1.414213562,0.577350269,0,0,0
1.414213562,0.577350269,0,0,0,0
1.290994449,0.577350269,0,0,0,0
1,0.577350269,0,0,0,0
1.290994449,0.816496581,0,0,0,0
0.577350269,1.290994449,0.816496581,0,0,0
0,1.154700538,0,0,0,0
3.559026084,1,0.577350269,0,0,0
1.290994449,0.577350269,0.577350269,0,0,0
0.577350269,0.577350269,0.816496581,0,0,0
1.732050808,0,0.577350269,0,0,0
1.290994449,0.577350269,0.816496581,0,0,0
0.816496581,0.577350269,0.577350269,0,0,0
0.577350269,0.577350269,0,0.577350269,0,0
0,1.414213562,0.577350269,0,0,0
1.290994449,1,0.577350269,0,0,0
1.154700538,0.577350269,0.577350269,0,0,0
1.154700538,0.816496581,0.577350269,0,0,0
2.645751311,0.577350269,0.577350269,0,0,0
1.290994449,1.290994449,0,0,0,0
0.816496581,0.577350269,0,0,0,0
1.290994449,1.290994449,0.577350269,0,0,0
0.816496581,0.816496581,0.816496581,0,0,0
0.816496581,0.577350269,0.577350269,0,0,0
1.632993162,0.816496581,0,0.577350269,0,0
1.290994449,0.816496581,0.577350269,0,0,0
1.825741858,1,0,0,0,0
1.290994449,0.577350269,0,0,0,0
0.577350269,1.914854216,0,0.577350269,0,0
1,1.154700538,0.816496581,0,0,0
0.577350269,1,0,0,0,0
0.816496581,0.577350269,0.577350269,0.577350269,0,0
0.816496581,0,0,0,0,0
1,0.816496581,0.577350269,0,0,0
1.290994449,1,0,0,0,0
1.290994449,0.816496581,0,0,0,0
1.732050808,0,0,0,0,0
0.816496581,0,0.577350269,0,0,0
1.414213562,0.577350269,0.816496581,0,0,0
1.632993162,0,0,0,0,0
1.732050808,1.825741858,0,0,0,0
0.577350269,0.577350269,0.816496581,0,0,0
1.154700538,0.816496581,0.577350269,0,0,0
0.577350269,1,0.577350269,0,0,0
0.577350269,0.577350269,0.577350269,0,0,0
1.154700538,1.414213562,0.816496581,0,0,0
0.816496581,0.577350269,0,0,0,0
0.577350269,0.577350269,0,0,0,0
1.414213562,0.577350269,0.577350269,0,0,0
2.645751311,0.577350269,0,0,0,0
0.816496581,0.816496581,0.577350269,0,0,0
1,0.577350269,0.577350269,0.577350269,0,0
1.414213562,0.816496581,0.577350269,0,0,0
0,0.577350269,0,0,0,0
1.290994449,1.290994449,1,0,0,0
3.415650255,1.290994449,0.577350269,0,0,0
1.414213562,0.577350269,0.816496581,0.577350269,0,0
0.816496581,0.816496581,0,0,0,0
1.732050808,0,0.577350269,0,0,0
0.577350269,0.816496581,0.577350269,0,0,0
1.632993162,0.816496581,0,0,0,0
1.914854216,0,0,0,0,0
2.081665999,0.577350269,0,0,0,0
2.449489743,0.816496581,0.577350269,0,0,0
1.154700538,0,0.577350269,0,0,0
2.160246899,1.290994449,0,0,0,0
1.290994449,0,0.577350269,0,0,0
0.816496581,0.816496581,0,0.577350269,0,0
0.577350269,0.816496581,0,0,0,0
1.914854216,0.577350269,0.816496581,0,0,0
3.31662479,0.577350269,0,0,0,0
1.290994449,0.577350269,0,0.577350269,0,0
0.577350269,0.816496581,0.577350269,0,0,0
0.577350269,0.816496581,0.577350269,0,0,0
1.414213562,0.816496581,0,0,0,0
0.816496581,0.816496581,0,0,0,0
0.577350269,1.154700538,0.577350269,0,0,0
0,1.914854216,0,0,0,0
1.732050808,1.825741858,0,0,0,0
2.886751346,1.914854216,0,0.816496581,0,0
